"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Acute respiratory failure"	"J96.0"	"Georgia"	"13"	"2020 "	"2020"	555	10710017	5.2
	"Acute respiratory failure"	"J96.0"	"Hawaii"	"15"	"2020 "	"2020"	10	1407006	Unreliable
	"Acute respiratory failure"	"J96.0"	"Illinois"	"17"	"2020 "	"2020"	124	12587530	1.0
	"Acute respiratory failure"	"J96.0"	"Indiana"	"18"	"2020 "	"2020"	89	6754953	1.3
	"Acute respiratory failure"	"J96.0"	"Iowa"	"19"	"2020 "	"2020"	52	3163561	1.6
	"Acute respiratory failure"	"J96.0"	"Kansas"	"20"	"2020 "	"2020"	42	2913805	1.4
	"Acute respiratory failure"	"J96.0"	"Kentucky"	"21"	"2020 "	"2020"	77	4477251	1.7
	"Acute respiratory failure"	"J96.0"	"Louisiana"	"22"	"2020 "	"2020"	184	4645318	4.0
	"Acute respiratory failure"	"J96.0"	"Massachusetts"	"25"	"2020 "	"2020"	62	6893574	0.9
	"Acute respiratory failure"	"J96.0"	"Michigan"	"26"	"2020 "	"2020"	72	9966555	0.7
	"Acute respiratory failure"	"J96.0"	"Minnesota"	"27"	"2020 "	"2020"	18	5657342	Unreliable
	"Acute respiratory failure"	"J96.0"	"Mississippi"	"28"	"2020 "	"2020"	73	2966786	2.5
	"Acute respiratory failure"	"J96.0"	"Missouri"	"29"	"2020 "	"2020"	253	6151548	4.1
	"Acute respiratory failure"	"J96.0"	"Nevada"	"32"	"2020 "	"2020"	11	3138259	Unreliable
	"Acute respiratory failure"	"J96.0"	"New Jersey"	"34"	"2020 "	"2020"	275	8882371	3.1
	"Acute respiratory failure"	"J96.0"	"New York"	"36"	"2020 "	"2020"	338	19336776	1.7
	"Acute respiratory failure"	"J96.0"	"North Carolina"	"37"	"2020 "	"2020"	132	10600823	1.2
	"Acute respiratory failure"	"J96.0"	"Ohio"	"39"	"2020 "	"2020"	317	11693217	2.7
	"Acute respiratory failure"	"J96.0"	"Oklahoma"	"40"	"2020 "	"2020"	17	3980783	Unreliable
	"Acute respiratory failure"	"J96.0"	"Oregon"	"41"	"2020 "	"2020"	17	4241507	Unreliable
	"Acute respiratory failure"	"J96.0"	"Pennsylvania"	"42"	"2020 "	"2020"	194	12783254	1.5
	"Acute respiratory failure"	"J96.0"	"South Carolina"	"45"	"2020 "	"2020"	93	5218040	1.8
	"Acute respiratory failure"	"J96.0"	"Tennessee"	"47"	"2020 "	"2020"	82	6886834	1.2
	"Acute respiratory failure"	"J96.0"	"Texas"	"48"	"2020 "	"2020"	211	29360759	0.7
	"Acute respiratory failure"	"J96.0"	"Virginia"	"51"	"2020 "	"2020"	177	8590563	2.1
	"Acute respiratory failure"	"J96.0"	"Washington"	"53"	"2020 "	"2020"	36	7693612	0.5
	"Acute respiratory failure"	"J96.0"	"West Virginia"	"54"	"2020 "	"2020"	11	1784787	Unreliable
	"Chronic respiratory failure"	"J96.1"	"Alabama"	"01"	"2020 "	"2020"	110	4921532	2.2
	"Chronic respiratory failure"	"J96.1"	"Arizona"	"04"	"2020 "	"2020"	93	7421401	1.3
	"Chronic respiratory failure"	"J96.1"	"Arkansas"	"05"	"2020 "	"2020"	70	3030522	2.3
	"Chronic respiratory failure"	"J96.1"	"California"	"06"	"2020 "	"2020"	153	39368078	0.4
	"Chronic respiratory failure"	"J96.1"	"Colorado"	"08"	"2020 "	"2020"	139	5807719	2.4
	"Chronic respiratory failure"	"J96.1"	"Connecticut"	"09"	"2020 "	"2020"	51	3557006	1.4
	"Chronic respiratory failure"	"J96.1"	"Delaware"	"10"	"2020 "	"2020"	10	986809	Unreliable
	"Chronic respiratory failure"	"J96.1"	"Florida"	"12"	"2020 "	"2020"	195	21733312	0.9
	"Chronic respiratory failure"	"J96.1"	"Georgia"	"13"	"2020 "	"2020"	211	10710017	2.0
	"Chronic respiratory failure"	"J96.1"	"Idaho"	"16"	"2020 "	"2020"	22	1826913	1.2
	"Chronic respiratory failure"	"J96.1"	"Illinois"	"17"	"2020 "	"2020"	203	12587530	1.6
	"Chronic respiratory failure"	"J96.1"	"Indiana"	"18"	"2020 "	"2020"	209	6754953	3.1
	"Chronic respiratory failure"	"J96.1"	"Iowa"	"19"	"2020 "	"2020"	57	3163561	1.8
	"Chronic respiratory failure"	"J96.1"	"Kansas"	"20"	"2020 "	"2020"	65	2913805	2.2
	"Chronic respiratory failure"	"J96.1"	"Kentucky"	"21"	"2020 "	"2020"	198	4477251	4.4
	"Chronic respiratory failure"	"J96.1"	"Louisiana"	"22"	"2020 "	"2020"	186	4645318	4.0
	"Chronic respiratory failure"	"J96.1"	"Maryland"	"24"	"2020 "	"2020"	58	6055802	1.0
	"Chronic respiratory failure"	"J96.1"	"Massachusetts"	"25"	"2020 "	"2020"	72	6893574	1.0
	"Chronic respiratory failure"	"J96.1"	"Michigan"	"26"	"2020 "	"2020"	141	9966555	1.4
	"Chronic respiratory failure"	"J96.1"	"Minnesota"	"27"	"2020 "	"2020"	79	5657342	1.4
	"Chronic respiratory failure"	"J96.1"	"Mississippi"	"28"	"2020 "	"2020"	49	2966786	1.7
	"Chronic respiratory failure"	"J96.1"	"Missouri"	"29"	"2020 "	"2020"	177	6151548	2.9
	"Chronic respiratory failure"	"J96.1"	"Montana"	"30"	"2020 "	"2020"	22	1080577	2.0
	"Chronic respiratory failure"	"J96.1"	"Nebraska"	"31"	"2020 "	"2020"	23	1937552	1.2
	"Chronic respiratory failure"	"J96.1"	"Nevada"	"32"	"2020 "	"2020"	13	3138259	Unreliable
	"Chronic respiratory failure"	"J96.1"	"New Hampshire"	"33"	"2020 "	"2020"	12	1366275	Unreliable
	"Chronic respiratory failure"	"J96.1"	"New Jersey"	"34"	"2020 "	"2020"	88	8882371	1.0
	"Chronic respiratory failure"	"J96.1"	"New Mexico"	"35"	"2020 "	"2020"	31	2106319	1.5
	"Chronic respiratory failure"	"J96.1"	"New York"	"36"	"2020 "	"2020"	203	19336776	1.0
	"Chronic respiratory failure"	"J96.1"	"North Carolina"	"37"	"2020 "	"2020"	200	10600823	1.9
	"Chronic respiratory failure"	"J96.1"	"Ohio"	"39"	"2020 "	"2020"	323	11693217	2.8
	"Chronic respiratory failure"	"J96.1"	"Oklahoma"	"40"	"2020 "	"2020"	42	3980783	1.1
	"Chronic respiratory failure"	"J96.1"	"Oregon"	"41"	"2020 "	"2020"	43	4241507	1.0
	"Chronic respiratory failure"	"J96.1"	"Pennsylvania"	"42"	"2020 "	"2020"	233	12783254	1.8
	"Chronic respiratory failure"	"J96.1"	"South Carolina"	"45"	"2020 "	"2020"	153	5218040	2.9
	"Chronic respiratory failure"	"J96.1"	"Tennessee"	"47"	"2020 "	"2020"	117	6886834	1.7
	"Chronic respiratory failure"	"J96.1"	"Texas"	"48"	"2020 "	"2020"	365	29360759	1.2
	"Chronic respiratory failure"	"J96.1"	"Utah"	"49"	"2020 "	"2020"	59	3249879	1.8
	"Chronic respiratory failure"	"J96.1"	"Virginia"	"51"	"2020 "	"2020"	155	8590563	1.8
	"Chronic respiratory failure"	"J96.1"	"Washington"	"53"	"2020 "	"2020"	49	7693612	0.6
	"Chronic respiratory failure"	"J96.1"	"West Virginia"	"54"	"2020 "	"2020"	60	1784787	3.4
	"Chronic respiratory failure"	"J96.1"	"Wisconsin"	"55"	"2020 "	"2020"	64	5832655	1.1
	"Chronic respiratory failure"	"J96.1"	"Wyoming"	"56"	"2020 "	"2020"	15	582328	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Alabama"	"01"	"2020 "	"2020"	198	4921532	4.0
	"Respiratory failure, unspecified"	"J96.9"	"Arizona"	"04"	"2020 "	"2020"	222	7421401	3.0
	"Respiratory failure, unspecified"	"J96.9"	"Arkansas"	"05"	"2020 "	"2020"	40	3030522	1.3
	"Respiratory failure, unspecified"	"J96.9"	"California"	"06"	"2020 "	"2020"	15	39368078	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Colorado"	"08"	"2020 "	"2020"	14	5807719	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Connecticut"	"09"	"2020 "	"2020"	87	3557006	2.4
	"Respiratory failure, unspecified"	"J96.9"	"Florida"	"12"	"2020 "	"2020"	181	21733312	0.8
	"Respiratory failure, unspecified"	"J96.9"	"Georgia"	"13"	"2020 "	"2020"	517	10710017	4.8
	"Respiratory failure, unspecified"	"J96.9"	"Hawaii"	"15"	"2020 "	"2020"	15	1407006	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Idaho"	"16"	"2020 "	"2020"	16	1826913	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Illinois"	"17"	"2020 "	"2020"	157	12587530	1.2
	"Respiratory failure, unspecified"	"J96.9"	"Indiana"	"18"	"2020 "	"2020"	86	6754953	1.3
	"Respiratory failure, unspecified"	"J96.9"	"Iowa"	"19"	"2020 "	"2020"	61	3163561	1.9
	"Respiratory failure, unspecified"	"J96.9"	"Kansas"	"20"	"2020 "	"2020"	42	2913805	1.4
	"Respiratory failure, unspecified"	"J96.9"	"Kentucky"	"21"	"2020 "	"2020"	125	4477251	2.8
	"Respiratory failure, unspecified"	"J96.9"	"Louisiana"	"22"	"2020 "	"2020"	210	4645318	4.5
	"Respiratory failure, unspecified"	"J96.9"	"Maine"	"23"	"2020 "	"2020"	13	1350141	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Maryland"	"24"	"2020 "	"2020"	18	6055802	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Massachusetts"	"25"	"2020 "	"2020"	150	6893574	2.2
	"Respiratory failure, unspecified"	"J96.9"	"Michigan"	"26"	"2020 "	"2020"	78	9966555	0.8
	"Respiratory failure, unspecified"	"J96.9"	"Minnesota"	"27"	"2020 "	"2020"	17	5657342	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Mississippi"	"28"	"2020 "	"2020"	35	2966786	1.2
	"Respiratory failure, unspecified"	"J96.9"	"Missouri"	"29"	"2020 "	"2020"	410	6151548	6.7
	"Respiratory failure, unspecified"	"J96.9"	"Montana"	"30"	"2020 "	"2020"	14	1080577	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Nebraska"	"31"	"2020 "	"2020"	11	1937552	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Nevada"	"32"	"2020 "	"2020"	18	3138259	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"New Jersey"	"34"	"2020 "	"2020"	832	8882371	9.4
	"Respiratory failure, unspecified"	"J96.9"	"New Mexico"	"35"	"2020 "	"2020"	16	2106319	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"New York"	"36"	"2020 "	"2020"	469	19336776	2.4
	"Respiratory failure, unspecified"	"J96.9"	"North Carolina"	"37"	"2020 "	"2020"	136	10600823	1.3
	"Respiratory failure, unspecified"	"J96.9"	"North Dakota"	"38"	"2020 "	"2020"	15	765309	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Ohio"	"39"	"2020 "	"2020"	352	11693217	3.0
	"Respiratory failure, unspecified"	"J96.9"	"Oklahoma"	"40"	"2020 "	"2020"	11	3980783	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Oregon"	"41"	"2020 "	"2020"	22	4241507	0.5
	"Respiratory failure, unspecified"	"J96.9"	"Pennsylvania"	"42"	"2020 "	"2020"	357	12783254	2.8
	"Respiratory failure, unspecified"	"J96.9"	"South Carolina"	"45"	"2020 "	"2020"	142	5218040	2.7
	"Respiratory failure, unspecified"	"J96.9"	"Tennessee"	"47"	"2020 "	"2020"	111	6886834	1.6
	"Respiratory failure, unspecified"	"J96.9"	"Texas"	"48"	"2020 "	"2020"	229	29360759	0.8
	"Respiratory failure, unspecified"	"J96.9"	"Virginia"	"51"	"2020 "	"2020"	190	8590563	2.2
	"Respiratory failure, unspecified"	"J96.9"	"Washington"	"53"	"2020 "	"2020"	18	7693612	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"West Virginia"	"54"	"2020 "	"2020"	16	1784787	Unreliable
	"Respiratory failure, unspecified"	"J96.9"	"Wisconsin"	"55"	"2020 "	"2020"	12	5832655	Unreliable
	"Pulmonary collapse"	"J98.1"	"Florida"	"12"	"2020 "	"2020"	10	21733312	Unreliable
	"Pulmonary collapse"	"J98.1"	"New York"	"36"	"2020 "	"2020"	14	19336776	Unreliable
	"Pulmonary collapse"	"J98.1"	"Texas"	"48"	"2020 "	"2020"	13	29360759	Unreliable
	"Interstitial emphysema"	"J98.2"	"California"	"06"	"2020 "	"2020"	16	39368078	Unreliable
	"Interstitial emphysema"	"J98.2"	"Ohio"	"39"	"2020 "	"2020"	10	11693217	Unreliable
	"Interstitial emphysema"	"J98.2"	"Texas"	"48"	"2020 "	"2020"	10	29360759	Unreliable
	"Other disorders of lung"	"J98.4"	"Alabama"	"01"	"2020 "	"2020"	32	4921532	0.7
	"Other disorders of lung"	"J98.4"	"Arizona"	"04"	"2020 "	"2020"	57	7421401	0.8
	"Other disorders of lung"	"J98.4"	"Arkansas"	"05"	"2020 "	"2020"	21	3030522	0.7
	"Other disorders of lung"	"J98.4"	"California"	"06"	"2020 "	"2020"	114	39368078	0.3
	"Other disorders of lung"	"J98.4"	"Colorado"	"08"	"2020 "	"2020"	28	5807719	0.5
	"Other disorders of lung"	"J98.4"	"Connecticut"	"09"	"2020 "	"2020"	39	3557006	1.1
	"Other disorders of lung"	"J98.4"	"Florida"	"12"	"2020 "	"2020"	141	21733312	0.6
	"Other disorders of lung"	"J98.4"	"Georgia"	"13"	"2020 "	"2020"	155	10710017	1.4
	"Other disorders of lung"	"J98.4"	"Illinois"	"17"	"2020 "	"2020"	80	12587530	0.6
	"Other disorders of lung"	"J98.4"	"Indiana"	"18"	"2020 "	"2020"	76	6754953	1.1
	"Other disorders of lung"	"J98.4"	"Iowa"	"19"	"2020 "	"2020"	29	3163561	0.9
	"Other disorders of lung"	"J98.4"	"Kansas"	"20"	"2020 "	"2020"	28	2913805	1.0
	"Other disorders of lung"	"J98.4"	"Kentucky"	"21"	"2020 "	"2020"	35	4477251	0.8
	"Other disorders of lung"	"J98.4"	"Louisiana"	"22"	"2020 "	"2020"	167	4645318	3.6
	"Other disorders of lung"	"J98.4"	"Maine"	"23"	"2020 "	"2020"	16	1350141	Unreliable
	"Other disorders of lung"	"J98.4"	"Maryland"	"24"	"2020 "	"2020"	30	6055802	0.5
	"Other disorders of lung"	"J98.4"	"Massachusetts"	"25"	"2020 "	"2020"	57	6893574	0.8
	"Other disorders of lung"	"J98.4"	"Michigan"	"26"	"2020 "	"2020"	75	9966555	0.8
	"Other disorders of lung"	"J98.4"	"Minnesota"	"27"	"2020 "	"2020"	51	5657342	0.9
	"Other disorders of lung"	"J98.4"	"Mississippi"	"28"	"2020 "	"2020"	19	2966786	Unreliable
	"Other disorders of lung"	"J98.4"	"Missouri"	"29"	"2020 "	"2020"	58	6151548	0.9
	"Other disorders of lung"	"J98.4"	"Montana"	"30"	"2020 "	"2020"	12	1080577	Unreliable
	"Other disorders of lung"	"J98.4"	"Nebraska"	"31"	"2020 "	"2020"	20	1937552	1.0
	"Other disorders of lung"	"J98.4"	"New Jersey"	"34"	"2020 "	"2020"	94	8882371	1.1
	"Other disorders of lung"	"J98.4"	"New Mexico"	"35"	"2020 "	"2020"	49	2106319	2.3
	"Other disorders of lung"	"J98.4"	"New York"	"36"	"2020 "	"2020"	176	19336776	0.9
	"Other disorders of lung"	"J98.4"	"North Carolina"	"37"	"2020 "	"2020"	100	10600823	0.9
	"Other disorders of lung"	"J98.4"	"Ohio"	"39"	"2020 "	"2020"	125	11693217	1.1
	"Other disorders of lung"	"J98.4"	"Oklahoma"	"40"	"2020 "	"2020"	14	3980783	Unreliable
	"Other disorders of lung"	"J98.4"	"Oregon"	"41"	"2020 "	"2020"	29	4241507	0.7
	"Other disorders of lung"	"J98.4"	"Pennsylvania"	"42"	"2020 "	"2020"	158	12783254	1.2
	"Other disorders of lung"	"J98.4"	"South Carolina"	"45"	"2020 "	"2020"	32	5218040	0.6
	"Other disorders of lung"	"J98.4"	"Tennessee"	"47"	"2020 "	"2020"	66	6886834	1.0
	"Other disorders of lung"	"J98.4"	"Texas"	"48"	"2020 "	"2020"	152	29360759	0.5
	"Other disorders of lung"	"J98.4"	"Utah"	"49"	"2020 "	"2020"	13	3249879	Unreliable
	"Other disorders of lung"	"J98.4"	"Vermont"	"50"	"2020 "	"2020"	10	623347	Unreliable
	"Other disorders of lung"	"J98.4"	"Virginia"	"51"	"2020 "	"2020"	52	8590563	0.6
	"Other disorders of lung"	"J98.4"	"Washington"	"53"	"2020 "	"2020"	46	7693612	0.6
	"Other disorders of lung"	"J98.4"	"West Virginia"	"54"	"2020 "	"2020"	16	1784787	Unreliable
	"Other disorders of lung"	"J98.4"	"Wisconsin"	"55"	"2020 "	"2020"	51	5832655	0.9
	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	"California"	"06"	"2020 "	"2020"	10	39368078	Unreliable
	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	"Florida"	"12"	"2020 "	"2020"	10	21733312	Unreliable
	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	"Ohio"	"39"	"2020 "	"2020"	10	11693217	Unreliable
	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	"Pennsylvania"	"42"	"2020 "	"2020"	13	12783254	Unreliable
	"Diseases of mediastinum, not elsewhere classified"	"J98.5"	"Texas"	"48"	"2020 "	"2020"	12	29360759	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Alabama"	"01"	"2020 "	"2020"	15	4921532	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Arizona"	"04"	"2020 "	"2020"	15	7421401	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"California"	"06"	"2020 "	"2020"	31	39368078	0.1
	"Other specified respiratory disorders"	"J98.8"	"Colorado"	"08"	"2020 "	"2020"	11	5807719	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Connecticut"	"09"	"2020 "	"2020"	14	3557006	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Florida"	"12"	"2020 "	"2020"	17	21733312	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Georgia"	"13"	"2020 "	"2020"	19	10710017	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Illinois"	"17"	"2020 "	"2020"	16	12587530	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Indiana"	"18"	"2020 "	"2020"	14	6754953	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Massachusetts"	"25"	"2020 "	"2020"	27	6893574	0.4
	"Other specified respiratory disorders"	"J98.8"	"Michigan"	"26"	"2020 "	"2020"	15	9966555	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Minnesota"	"27"	"2020 "	"2020"	13	5657342	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Missouri"	"29"	"2020 "	"2020"	14	6151548	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"New Jersey"	"34"	"2020 "	"2020"	22	8882371	0.2
	"Other specified respiratory disorders"	"J98.8"	"New York"	"36"	"2020 "	"2020"	73	19336776	0.4
	"Other specified respiratory disorders"	"J98.8"	"North Carolina"	"37"	"2020 "	"2020"	15	10600823	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Ohio"	"39"	"2020 "	"2020"	13	11693217	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Oregon"	"41"	"2020 "	"2020"	11	4241507	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Pennsylvania"	"42"	"2020 "	"2020"	24	12783254	0.2
	"Other specified respiratory disorders"	"J98.8"	"Tennessee"	"47"	"2020 "	"2020"	14	6886834	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Texas"	"48"	"2020 "	"2020"	30	29360759	0.1
	"Other specified respiratory disorders"	"J98.8"	"Virginia"	"51"	"2020 "	"2020"	10	8590563	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Washington"	"53"	"2020 "	"2020"	12	7693612	Unreliable
	"Other specified respiratory disorders"	"J98.8"	"Wisconsin"	"55"	"2020 "	"2020"	13	5832655	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Arizona"	"04"	"2020 "	"2020"	56	7421401	0.8
	"Respiratory disorder, unspecified"	"J98.9"	"Arkansas"	"05"	"2020 "	"2020"	11	3030522	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"California"	"06"	"2020 "	"2020"	23	39368078	0.1
	"Respiratory disorder, unspecified"	"J98.9"	"Colorado"	"08"	"2020 "	"2020"	19	5807719	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Connecticut"	"09"	"2020 "	"2020"	18	3557006	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Florida"	"12"	"2020 "	"2020"	15	21733312	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Georgia"	"13"	"2020 "	"2020"	75	10710017	0.7
	"Respiratory disorder, unspecified"	"J98.9"	"Illinois"	"17"	"2020 "	"2020"	19	12587530	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Louisiana"	"22"	"2020 "	"2020"	16	4645318	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Maryland"	"24"	"2020 "	"2020"	14	6055802	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Massachusetts"	"25"	"2020 "	"2020"	21	6893574	0.3
	"Respiratory disorder, unspecified"	"J98.9"	"Michigan"	"26"	"2020 "	"2020"	13	9966555	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Minnesota"	"27"	"2020 "	"2020"	12	5657342	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Mississippi"	"28"	"2020 "	"2020"	37	2966786	1.2
	"Respiratory disorder, unspecified"	"J98.9"	"New Jersey"	"34"	"2020 "	"2020"	54	8882371	0.6
	"Respiratory disorder, unspecified"	"J98.9"	"New Mexico"	"35"	"2020 "	"2020"	10	2106319	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"New York"	"36"	"2020 "	"2020"	161	19336776	0.8
	"Respiratory disorder, unspecified"	"J98.9"	"North Carolina"	"37"	"2020 "	"2020"	19	10600823	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Ohio"	"39"	"2020 "	"2020"	27	11693217	0.2
	"Respiratory disorder, unspecified"	"J98.9"	"Oklahoma"	"40"	"2020 "	"2020"	16	3980783	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Pennsylvania"	"42"	"2020 "	"2020"	22	12783254	0.2
	"Respiratory disorder, unspecified"	"J98.9"	"Tennessee"	"47"	"2020 "	"2020"	10	6886834	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Texas"	"48"	"2020 "	"2020"	59	29360759	0.2
	"Respiratory disorder, unspecified"	"J98.9"	"Virginia"	"51"	"2020 "	"2020"	13	8590563	Unreliable
	"Respiratory disorder, unspecified"	"J98.9"	"Washington"	"53"	"2020 "	"2020"	11	7693612	Unreliable
	"Sialoadenitis"	"K11.2"	"California"	"06"	"2020 "	"2020"	12	39368078	Unreliable
	"Sialoadenitis"	"K11.2"	"New York"	"36"	"2020 "	"2020"	12	19336776	Unreliable
	"Oesophagitis"	"K20"	"California"	"06"	"2020 "	"2020"	19	39368078	Unreliable
	"Oesophagitis"	"K20"	"Michigan"	"26"	"2020 "	"2020"	10	9966555	Unreliable
	"Oesophagitis"	"K20"	"Texas"	"48"	"2020 "	"2020"	12	29360759	Unreliable
	"Oesophagitis"	"K20"	"Washington"	"53"	"2020 "	"2020"	18	7693612	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Alabama"	"01"	"2020 "	"2020"	10	4921532	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Arkansas"	"05"	"2020 "	"2020"	10	3030522	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"California"	"06"	"2020 "	"2020"	44	39368078	0.1
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Colorado"	"08"	"2020 "	"2020"	25	5807719	0.4
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Florida"	"12"	"2020 "	"2020"	31	21733312	0.1
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Georgia"	"13"	"2020 "	"2020"	14	10710017	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Indiana"	"18"	"2020 "	"2020"	18	6754953	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Iowa"	"19"	"2020 "	"2020"	14	3163561	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Maryland"	"24"	"2020 "	"2020"	13	6055802	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Michigan"	"26"	"2020 "	"2020"	20	9966555	0.2
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Minnesota"	"27"	"2020 "	"2020"	16	5657342	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Mississippi"	"28"	"2020 "	"2020"	13	2966786	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Missouri"	"29"	"2020 "	"2020"	12	6151548	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"New York"	"36"	"2020 "	"2020"	29	19336776	0.1
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"North Carolina"	"37"	"2020 "	"2020"	12	10600823	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Ohio"	"39"	"2020 "	"2020"	25	11693217	0.2
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Oregon"	"41"	"2020 "	"2020"	14	4241507	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Pennsylvania"	"42"	"2020 "	"2020"	19	12783254	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Tennessee"	"47"	"2020 "	"2020"	14	6886834	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Texas"	"48"	"2020 "	"2020"	33	29360759	0.1
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Washington"	"53"	"2020 "	"2020"	17	7693612	Unreliable
	"Gastro-oesophageal reflux disease without oesophagitis"	"K21.9"	"Wisconsin"	"55"	"2020 "	"2020"	15	5832655	Unreliable
	"Achalasia of cardia"	"K22.0"	"California"	"06"	"2020 "	"2020"	22	39368078	0.1
	"Achalasia of cardia"	"K22.0"	"Florida"	"12"	"2020 "	"2020"	18	21733312	Unreliable
	"Achalasia of cardia"	"K22.0"	"Massachusetts"	"25"	"2020 "	"2020"	11	6893574	Unreliable
	"Achalasia of cardia"	"K22.0"	"Michigan"	"26"	"2020 "	"2020"	10	9966555	Unreliable
	"Achalasia of cardia"	"K22.0"	"Wisconsin"	"55"	"2020 "	"2020"	10	5832655	Unreliable
	"Ulcer of oesophagus"	"K22.1"	"Florida"	"12"	"2020 "	"2020"	11	21733312	Unreliable
	"Oesophageal obstruction"	"K22.2"	"Arizona"	"04"	"2020 "	"2020"	12	7421401	Unreliable
	"Oesophageal obstruction"	"K22.2"	"California"	"06"	"2020 "	"2020"	34	39368078	0.1
	"Oesophageal obstruction"	"K22.2"	"Colorado"	"08"	"2020 "	"2020"	10	5807719	Unreliable
	"Oesophageal obstruction"	"K22.2"	"Florida"	"12"	"2020 "	"2020"	29	21733312	0.1
	"Oesophageal obstruction"	"K22.2"	"Illinois"	"17"	"2020 "	"2020"	16	12587530	Unreliable
