"Notes"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Tennessee"	"47"	"2020 "	"2020"	13	6886834	Unreliable
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Texas"	"48"	"2020 "	"2020"	41	29360759	0.1
	"Head, face and neck - Malignant neoplasms"	"C76.0"	"Virginia"	"51"	"2020 "	"2020"	18	8590563	Unreliable
	"Thorax - Malignant neoplasms"	"C76.1"	"California"	"06"	"2020 "	"2020"	13	39368078	Unreliable
	"Thorax - Malignant neoplasms"	"C76.1"	"Florida"	"12"	"2020 "	"2020"	10	21733312	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"California"	"06"	"2020 "	"2020"	73	39368078	0.2
	"Abdomen - Malignant neoplasms"	"C76.2"	"Florida"	"12"	"2020 "	"2020"	32	21733312	0.1
	"Abdomen - Malignant neoplasms"	"C76.2"	"Georgia"	"13"	"2020 "	"2020"	18	10710017	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Illinois"	"17"	"2020 "	"2020"	22	12587530	0.2
	"Abdomen - Malignant neoplasms"	"C76.2"	"Kentucky"	"21"	"2020 "	"2020"	12	4477251	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Michigan"	"26"	"2020 "	"2020"	14	9966555	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Minnesota"	"27"	"2020 "	"2020"	14	5657342	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Mississippi"	"28"	"2020 "	"2020"	10	2966786	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Missouri"	"29"	"2020 "	"2020"	11	6151548	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"New Jersey"	"34"	"2020 "	"2020"	12	8882371	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"New York"	"36"	"2020 "	"2020"	28	19336776	0.1
	"Abdomen - Malignant neoplasms"	"C76.2"	"Ohio"	"39"	"2020 "	"2020"	13	11693217	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Oregon"	"41"	"2020 "	"2020"	10	4241507	Unreliable
	"Abdomen - Malignant neoplasms"	"C76.2"	"Pennsylvania"	"42"	"2020 "	"2020"	25	12783254	0.2
	"Abdomen - Malignant neoplasms"	"C76.2"	"Texas"	"48"	"2020 "	"2020"	38	29360759	0.1
	"Pelvis - Malignant neoplasms"	"C76.3"	"California"	"06"	"2020 "	"2020"	34	39368078	0.1
	"Pelvis - Malignant neoplasms"	"C76.3"	"Florida"	"12"	"2020 "	"2020"	13	21733312	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"Georgia"	"13"	"2020 "	"2020"	11	10710017	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"New York"	"36"	"2020 "	"2020"	13	19336776	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"North Carolina"	"37"	"2020 "	"2020"	11	10600823	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"Ohio"	"39"	"2020 "	"2020"	16	11693217	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"Pennsylvania"	"42"	"2020 "	"2020"	12	12783254	Unreliable
	"Pelvis - Malignant neoplasms"	"C76.3"	"Texas"	"48"	"2020 "	"2020"	20	29360759	0.1
	"Pelvis - Malignant neoplasms"	"C76.3"	"Washington"	"53"	"2020 "	"2020"	10	7693612	Unreliable
	"Other ill-defined sites - Malignant neoplasms"	"C76.7"	"California"	"06"	"2020 "	"2020"	16	39368078	Unreliable
	"Other ill-defined sites - Malignant neoplasms"	"C76.7"	"Florida"	"12"	"2020 "	"2020"	11	21733312	Unreliable
	"Other ill-defined sites - Malignant neoplasms"	"C76.7"	"Washington"	"53"	"2020 "	"2020"	14	7693612	Unreliable
	"Lymph node, unspecified - Malignant neoplasms"	"C77.9"	"California"	"06"	"2020 "	"2020"	11	39368078	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Alabama"	"01"	"2020 "	"2020"	11	4921532	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"California"	"06"	"2020 "	"2020"	39	39368078	0.1
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Florida"	"12"	"2020 "	"2020"	18	21733312	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Georgia"	"13"	"2020 "	"2020"	13	10710017	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Illinois"	"17"	"2020 "	"2020"	17	12587530	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Michigan"	"26"	"2020 "	"2020"	10	9966555	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"New York"	"36"	"2020 "	"2020"	15	19336776	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Pennsylvania"	"42"	"2020 "	"2020"	14	12783254	Unreliable
	"Secondary malignant neoplasm of lung - Malignant neoplasms"	"C78.0"	"Texas"	"48"	"2020 "	"2020"	19	29360759	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"California"	"06"	"2020 "	"2020"	12	39368078	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"Florida"	"12"	"2020 "	"2020"	13	21733312	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"New Jersey"	"34"	"2020 "	"2020"	12	8882371	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"New York"	"36"	"2020 "	"2020"	21	19336776	0.1
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"Pennsylvania"	"42"	"2020 "	"2020"	12	12783254	Unreliable
	"Secondary malignant neoplasm of pleura - Malignant neoplasms"	"C78.2"	"Texas"	"48"	"2020 "	"2020"	13	29360759	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Arizona"	"04"	"2020 "	"2020"	18	7421401	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"California"	"06"	"2020 "	"2020"	99	39368078	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Florida"	"12"	"2020 "	"2020"	29	21733312	0.1
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Georgia"	"13"	"2020 "	"2020"	27	10710017	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Illinois"	"17"	"2020 "	"2020"	28	12587530	0.2
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Indiana"	"18"	"2020 "	"2020"	22	6754953	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Iowa"	"19"	"2020 "	"2020"	15	3163561	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Louisiana"	"22"	"2020 "	"2020"	12	4645318	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Maryland"	"24"	"2020 "	"2020"	13	6055802	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Massachusetts"	"25"	"2020 "	"2020"	27	6893574	0.4
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Michigan"	"26"	"2020 "	"2020"	26	9966555	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Minnesota"	"27"	"2020 "	"2020"	27	5657342	0.5
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Mississippi"	"28"	"2020 "	"2020"	10	2966786	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Missouri"	"29"	"2020 "	"2020"	18	6151548	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"New Jersey"	"34"	"2020 "	"2020"	17	8882371	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"New York"	"36"	"2020 "	"2020"	36	19336776	0.2
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"North Carolina"	"37"	"2020 "	"2020"	29	10600823	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Ohio"	"39"	"2020 "	"2020"	34	11693217	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Pennsylvania"	"42"	"2020 "	"2020"	43	12783254	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"South Carolina"	"45"	"2020 "	"2020"	15	5218040	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Tennessee"	"47"	"2020 "	"2020"	17	6886834	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Texas"	"48"	"2020 "	"2020"	57	29360759	0.2
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Virginia"	"51"	"2020 "	"2020"	22	8590563	0.3
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Washington"	"53"	"2020 "	"2020"	13	7693612	Unreliable
	"Secondary malignant neoplasm of retroperitoneum and peritoneum - Malignant neoplasms"	"C78.6"	"Wisconsin"	"55"	"2020 "	"2020"	15	5832655	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Alabama"	"01"	"2020 "	"2020"	15	4921532	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Arizona"	"04"	"2020 "	"2020"	42	7421401	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Arkansas"	"05"	"2020 "	"2020"	15	3030522	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"California"	"06"	"2020 "	"2020"	255	39368078	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Colorado"	"08"	"2020 "	"2020"	14	5807719	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Connecticut"	"09"	"2020 "	"2020"	17	3557006	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Delaware"	"10"	"2020 "	"2020"	15	986809	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Florida"	"12"	"2020 "	"2020"	121	21733312	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Georgia"	"13"	"2020 "	"2020"	57	10710017	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Illinois"	"17"	"2020 "	"2020"	91	12587530	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Indiana"	"18"	"2020 "	"2020"	34	6754953	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Iowa"	"19"	"2020 "	"2020"	14	3163561	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Kansas"	"20"	"2020 "	"2020"	15	2913805	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Kentucky"	"21"	"2020 "	"2020"	43	4477251	1.0
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Louisiana"	"22"	"2020 "	"2020"	28	4645318	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Maine"	"23"	"2020 "	"2020"	12	1350141	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Maryland"	"24"	"2020 "	"2020"	39	6055802	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Massachusetts"	"25"	"2020 "	"2020"	29	6893574	0.4
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Michigan"	"26"	"2020 "	"2020"	50	9966555	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Minnesota"	"27"	"2020 "	"2020"	29	5657342	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Mississippi"	"28"	"2020 "	"2020"	20	2966786	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Missouri"	"29"	"2020 "	"2020"	41	6151548	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Nebraska"	"31"	"2020 "	"2020"	15	1937552	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Nevada"	"32"	"2020 "	"2020"	23	3138259	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"New Jersey"	"34"	"2020 "	"2020"	53	8882371	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"New Mexico"	"35"	"2020 "	"2020"	13	2106319	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"New York"	"36"	"2020 "	"2020"	134	19336776	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"North Carolina"	"37"	"2020 "	"2020"	59	10600823	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Ohio"	"39"	"2020 "	"2020"	53	11693217	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Oklahoma"	"40"	"2020 "	"2020"	60	3980783	1.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Oregon"	"41"	"2020 "	"2020"	30	4241507	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Pennsylvania"	"42"	"2020 "	"2020"	91	12783254	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"South Carolina"	"45"	"2020 "	"2020"	29	5218040	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Tennessee"	"47"	"2020 "	"2020"	38	6886834	0.6
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Texas"	"48"	"2020 "	"2020"	196	29360759	0.7
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Utah"	"49"	"2020 "	"2020"	19	3249879	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Virginia"	"51"	"2020 "	"2020"	42	8590563	0.5
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Washington"	"53"	"2020 "	"2020"	19	7693612	Unreliable
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"West Virginia"	"54"	"2020 "	"2020"	22	1784787	1.2
	"Secondary malignant neoplasm of liver - Malignant neoplasms"	"C78.7"	"Wisconsin"	"55"	"2020 "	"2020"	23	5832655	0.4
	"Secondary malignant neoplasm of other and unspecified digestive organs - Malignant neoplasms"	"C78.8"	"New York"	"36"	"2020 "	"2020"	10	19336776	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Alabama"	"01"	"2020 "	"2020"	14	4921532	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Arizona"	"04"	"2020 "	"2020"	22	7421401	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"California"	"06"	"2020 "	"2020"	75	39368078	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Colorado"	"08"	"2020 "	"2020"	14	5807719	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Florida"	"12"	"2020 "	"2020"	54	21733312	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Georgia"	"13"	"2020 "	"2020"	22	10710017	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Illinois"	"17"	"2020 "	"2020"	32	12587530	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Iowa"	"19"	"2020 "	"2020"	11	3163561	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Kentucky"	"21"	"2020 "	"2020"	11	4477251	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Louisiana"	"22"	"2020 "	"2020"	13	4645318	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Maryland"	"24"	"2020 "	"2020"	12	6055802	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Massachusetts"	"25"	"2020 "	"2020"	10	6893574	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Michigan"	"26"	"2020 "	"2020"	23	9966555	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Minnesota"	"27"	"2020 "	"2020"	10	5657342	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Missouri"	"29"	"2020 "	"2020"	14	6151548	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"New Jersey"	"34"	"2020 "	"2020"	27	8882371	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"New York"	"36"	"2020 "	"2020"	47	19336776	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"North Carolina"	"37"	"2020 "	"2020"	17	10600823	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Ohio"	"39"	"2020 "	"2020"	30	11693217	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Oklahoma"	"40"	"2020 "	"2020"	13	3980783	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Pennsylvania"	"42"	"2020 "	"2020"	41	12783254	0.3
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"South Carolina"	"45"	"2020 "	"2020"	22	5218040	0.4
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Tennessee"	"47"	"2020 "	"2020"	17	6886834	Unreliable
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Texas"	"48"	"2020 "	"2020"	65	29360759	0.2
	"Secondary malignant neoplasm of brain and cerebral meninges - Malignant neoplasms"	"C79.3"	"Virginia"	"51"	"2020 "	"2020"	11	8590563	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"California"	"06"	"2020 "	"2020"	57	39368078	0.1
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Florida"	"12"	"2020 "	"2020"	34	21733312	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Georgia"	"13"	"2020 "	"2020"	26	10710017	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Illinois"	"17"	"2020 "	"2020"	20	12587530	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Indiana"	"18"	"2020 "	"2020"	12	6754953	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Kansas"	"20"	"2020 "	"2020"	12	2913805	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Michigan"	"26"	"2020 "	"2020"	23	9966555	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Minnesota"	"27"	"2020 "	"2020"	13	5657342	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Missouri"	"29"	"2020 "	"2020"	19	6151548	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"New Jersey"	"34"	"2020 "	"2020"	13	8882371	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"New York"	"36"	"2020 "	"2020"	25	19336776	0.1
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"North Carolina"	"37"	"2020 "	"2020"	12	10600823	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Ohio"	"39"	"2020 "	"2020"	24	11693217	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Pennsylvania"	"42"	"2020 "	"2020"	26	12783254	0.2
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"South Carolina"	"45"	"2020 "	"2020"	10	5218040	Unreliable
	"Secondary malignant neoplasm of bone and bone marrow - Malignant neoplasms"	"C79.5"	"Texas"	"48"	"2020 "	"2020"	39	29360759	0.1
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Alabama"	"01"	"2020 "	"2020"	39	4921532	0.8
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Arizona"	"04"	"2020 "	"2020"	51	7421401	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Arkansas"	"05"	"2020 "	"2020"	20	3030522	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"California"	"06"	"2020 "	"2020"	231	39368078	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Colorado"	"08"	"2020 "	"2020"	33	5807719	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Connecticut"	"09"	"2020 "	"2020"	35	3557006	1.0
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Delaware"	"10"	"2020 "	"2020"	10	986809	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Florida"	"12"	"2020 "	"2020"	350	21733312	1.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Georgia"	"13"	"2020 "	"2020"	77	10710017	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Idaho"	"16"	"2020 "	"2020"	14	1826913	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Illinois"	"17"	"2020 "	"2020"	132	12587530	1.0
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Indiana"	"18"	"2020 "	"2020"	54	6754953	0.8
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Iowa"	"19"	"2020 "	"2020"	17	3163561	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Kansas"	"20"	"2020 "	"2020"	19	2913805	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Kentucky"	"21"	"2020 "	"2020"	41	4477251	0.9
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Louisiana"	"22"	"2020 "	"2020"	37	4645318	0.8
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Maine"	"23"	"2020 "	"2020"	11	1350141	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Maryland"	"24"	"2020 "	"2020"	40	6055802	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Massachusetts"	"25"	"2020 "	"2020"	56	6893574	0.8
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Michigan"	"26"	"2020 "	"2020"	69	9966555	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Minnesota"	"27"	"2020 "	"2020"	24	5657342	0.4
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Mississippi"	"28"	"2020 "	"2020"	22	2966786	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Missouri"	"29"	"2020 "	"2020"	60	6151548	1.0
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Nevada"	"32"	"2020 "	"2020"	22	3138259	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"New Hampshire"	"33"	"2020 "	"2020"	10	1366275	Unreliable
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"New Jersey"	"34"	"2020 "	"2020"	81	8882371	0.9
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"New York"	"36"	"2020 "	"2020"	128	19336776	0.7
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"North Carolina"	"37"	"2020 "	"2020"	106	10600823	1.0
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Ohio"	"39"	"2020 "	"2020"	97	11693217	0.8
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Oklahoma"	"40"	"2020 "	"2020"	60	3980783	1.5
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Oregon"	"41"	"2020 "	"2020"	24	4241507	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Pennsylvania"	"42"	"2020 "	"2020"	128	12783254	1.0
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Rhode Island"	"44"	"2020 "	"2020"	22	1057125	2.1
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"South Carolina"	"45"	"2020 "	"2020"	52	5218040	1.0
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Tennessee"	"47"	"2020 "	"2020"	62	6886834	0.9
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Texas"	"48"	"2020 "	"2020"	190	29360759	0.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Virginia"	"51"	"2020 "	"2020"	101	8590563	1.2
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Washington"	"53"	"2020 "	"2020"	28	7693612	0.4
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"West Virginia"	"54"	"2020 "	"2020"	28	1784787	1.6
	"Secondary malignant neoplasm of other specified sites - Malignant neoplasms"	"C79.8"	"Wisconsin"	"55"	"2020 "	"2020"	47	5832655	0.8
	"Malignant neoplasm without specification of site"	"C80"	"Alabama"	"01"	"2020 "	"2020"	490	4921532	10.0
